Stemmed User Reviews,Labels
"[('touch', 'JJ'), ('move', 'NN'), ('great', 'JJ'), ('cinemat', 'NN'), ('experi', 'NN')]",1
"[('excel', 'NN'), ('movi', 'NN'), ('went', 'VBD'), ('mind', 'IN'), ('see', 'NN'), ('masterpiec', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('poetic', 'JJ'), ('power', 'NN'), ('simpl', 'NN'), ('great', 'JJ'), ('cuckoo', 'NN'), ('s', 'NN'), ('nest', 'NN')]",1
"[('jack', 'NN'), ('nicholson', 'NN'), ('finest', 'JJS')]",1
"[('jack', 'NN'), ('nicholson', 'JJ'), ('final', 'JJ'), ('win', 'NN'), ('oscar', 'NN')]",1
"[('best', 'JJS'), ('film', 'NN'), ('era', 'NN')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('time', 'NN')]",1
"[('great', 'JJ'), ('order', 'NN'), ('vs', 'NN'), ('chao', 'NN'), ('tale', 'NN'), ('everyon', 'NN'), ('relat', 'NN')]",1
"[('perfect', 'JJ'), ('mixtur', 'NN'), ('entertain', 'NN'), ('drama', 'NN')]",1
"[('crazi', 'JJ'), ('hate', 'NN'), ('movi', 'NNS'), ('movi', 'VBP'), ('masterpiec', 'NN')]",1
"[('extraordinari', 'NN')]",1
"[('s', 'NN'), ('easi', 'NN')]",1
"[('ultim', 'JJ'), ('backfir', 'NN')]",0
"[('one', 'CD'), ('flew', 'VBD'), ('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('person', 'NN')]",0
"[('cool', 'JJ'), ('hand', 'NN'), ('jack', 'NN')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('get', 'VB'), ('mad', 'JJ'), ('want', 'VBP'), ('realist', 'NN')]",1
"[('one', 'CD'), ('last', 'JJ'), ('antiestablish', 'JJ'), ('film', 'NN'), ('1970', 'CD')]",1
"[('storytel', 'NN'), ('imprison', 'NN')]",1
"[('know', 'NNS'), ('close', 'RB')]",1
"[('wonder', 'NN'), ('film', 'NN')]",0
"[('m', 'JJ'), ('stuck', 'VBD'), ('re', 'JJ'), ('stuck', 'NN')]",1
"[('grim', 'NN'), ('disturb', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('stop', 'VB'), ('watch', 'NN')]",0
"[('brilliant', 'JJ'), ('postmodern', 'JJ'), ('film', 'NN'), ('noir', 'NNS'), ('grim', 'VBP'), ('intellig', 'NN'), ('disturb', 'NN')]",1
"[('still', 'RB'), ('manag', 'VBN'), ('astound', 'RB'), ('20', 'CD'), ('year', 'NN'), ('repeat', 'NN'), ('view', 'NN')]",1
"[('dark', 'NN'), ('disturb', 'NN'), ('thriller', 'NN'), ('stay', 'NN'), ('ever', 'RB')]",1
"[('s', 'VB'), ('experienc', 'RB'), ('much', 'JJ'), ('pain', 'NN'), ('suffer', 'VBP'), ('anyon', 'NN'), ('ve', 'NN'), ('encount', 'NN'), ('give', 'VBP'), ('take', 'NN'), ('still', 'RB'), ('hell', 'VB'), ('look', 'VB'), ('forward', 'RB')]",1
"[('classic', 'JJ')]",0
"[('probabl', 'NN'), ('greatest', 'JJS'), ('murder', 'NN'), ('stori', 'NN'), ('ever', 'RB')]",1
"[('dark', 'NN'), ('disturb', 'NN'), ('masterpiec', 'NN')]",1
"[('one', 'CD'), ('bestmad', 'NN'), ('film', 'NN'), ('era', 'NN'), ('genr', 'NN')]",1
"[('top', 'JJ'), ('serial', 'JJ'), ('killer', 'NN'), ('movi', 'NN')]",1
"[('modern', 'JJ'), ('masterpiec', 'NN')]",1
"[('stand', 'VB'), ('thriller', 'NN'), ('thank', 'NN'), ('fine', 'JJ'), ('cast', 'NN')]",1
"[('superbl', 'NN'), ('craft', 'NN'), ('drama', 'NN'), ('delv', 'NN'), ('darkest', 'JJS'), ('corner', 'NN'), ('psych', 'NN')]",1
"[('simpli', 'VB'), ('one', 'CD'), ('darkest', 'JJS'), ('best', 'JJS'), ('thriller', 'NN'), ('1990', 'CD'), ('s', 'NN'), ('nt', 'CC'), ('let', 'VB'), ('anyon', 'JJ'), ('spoil', 'NN')]",1
"[('david', 'NN'), ('fincher', 'NN'), ('strike', 'NN'), ('unwav', 'JJ'), ('thriller', 'NN'), ('strike', 'NN'), ('straight', 'VBD'), ('heart', 'NN')]",1
"[('se7en', 'NN'), ('gruesom', 'NN'), ('chapter', 'NN'), ('killer', 'NN'), ('s', 'NN'), ('manifesto', 'NN')]",1
"[('20', 'CD'), ('year', 'NN'), ('later', 'RB'), ('watch', 'NN')]",1
"[('fincher', 'RB'), ('finest', 'JJS')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('thriller', 'NN'), ('alltim', 'NN')]",1
"[('nt', 'RB'), ('go', 'VB'), ('happi', 'JJ'), ('end', 'NN')]",1
"[('beauti', 'NN'), ('dark', 'NN')]",1
"[('se7en', 'NN'), ('sin', 'NN'), ('enthral', 'JJ'), ('thriller', 'NN')]",1
"[('900', 'CD'), ('review', 'NN'), ('mine', 'NN'), ('hardli', 'NN'), ('necessari', 'JJ'), ('bluray', 'NN'), ('excel', 'NN'), ('a10', 'NN'), ('v10', 'NN')]",1
"[('fincher', 'RB'), ('s', 'JJ'), ('se7en', 'NN'), ('classic', 'JJ'), ('crime', 'NN'), ('stori', 'NN'), ('rival', 'NN'), ('like', 'IN'), ('silenc', 'NN'), ('lamb', 'NN')]",1
"[('dark', 'JJ'), ('grisli', 'NN'), ('highli', 'NN'), ('intellig', 'NN'), ('edgeofyourseat', 'NN'), ('thriller', 'NN')]",1
"[('big', 'JJ'), ('brother', 'NN'), ('georg', 'NN'), ('richest', 'VBP'), ('man', 'NN'), ('town', 'NN')]",1
"[('great', 'JJ'), ('influenc', 'NN')]",0
"[('one', 'CD'), ('quintessenti', 'NN'), ('christma', 'NN'), ('movi', 'NN')]",1
"[('wonder', 'NN'), ('film', 'NN'), ('timeless', 'NN'), ('classic', 'NN')]",1
"[('wonder', 'NN'), ('film', 'NN'), ('watch', 'NN')]",1
"[('best', 'JJS'), ('feel', 'NN'), ('good', 'JJ'), ('movi', 'NN'), ('ever', 'RB'), ('quit', 'VBD'), ('possibl', 'NN')]",1
"[('s', 'NN'), ('wonder', 'NN'), ('life', 'NN')]",1
"[('atop', 'JJ'), ('top', 'NN'), ('ten', 'NN')]",1
"[('realli', 'NN')]",1
"[('s', 'NN'), ('offici', 'NN'), ('christma', 'NN'), ('season', 'NN'), ('watch', 'NN'), ('movi', 'NN')]",0
"[('one', 'CD'), ('greatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('cinema', 'NN'), ('histori', 'NN')]",1
"[('movi', 'NN')]",1
"[('man', 'NN'), ('s', 'VBZ'), ('life', 'NN'), ('touch', 'JJ'), ('mani', 'NNS'), ('live', 'VBP')]",1
"[('nt', 'JJ'), ('age', 'NN')]",1
"[('great', 'JJ'), ('christma', 'JJ'), ('year', 'NN'), ('round', 'NN'), ('movi', 'NN')]",1
"[('one', 'CD'), ('beauti', 'NN'), ('movi', 'NN'), ('cinema', 'NN'), ('histori', 'NN'), ('ever', 'RB')]",1
"[('enjoy', 'NN'), ('hearti', 'NN'), ('well', 'RB'), ('craft', 'NN')]",1
"[('magic', 'NN')]",1
"[('man', 'NN'), ('s', 'VBZ'), ('life', 'NN'), ('touch', 'JJ'), ('mani', 'NN'), ('other', 'JJ')]",1
"[('movi', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('help', 'NN'), ('feel', 'VB'), ('good', 'JJ')]",1
"[('sheer', 'NN'), ('brillianc', 'NN')]",1
"[('frank', 'JJ'), ('capra', 'NN'), ('s', 'NN'), ('opu', 'NN')]",1
"[('man', 'NN'), ('failur', 'VBZ'), ('friend', 'NN')]",1
"[('wonder', 'NN'), ('experi', 'NN')]",1
"[('christma', 'NN'), ('film', 'NN')]",1
"[('world', 'NN')]",1
"[('visual', 'JJ'), ('auditori', 'NN'), ('marvel', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('possibl', 'NN'), ('best', 'JJS'), ('movi', 'NN'), ('time', 'NN')]",1
"[('wait', 'NN'), ('5', 'CD'), ('year', 'NN'), ('watch', 'NN')]",1
"[('masterpiec', 'NN')]",0
"[('7', 'CD'), ('year', 'NN'), ('later', 'RB')]",1
"[('journey', 'NN'), ('across', 'IN'), ('galaxi', 'NN'), ('save', 'VBP'), ('human', 'NN')]",1
"[('excel', 'NN'), ('movi', 'NN')]",1
"[('would', 'MD'), ('rate', 'NN'), ('1110', 'CD')]",1
"[('absolut', 'NN'), ('brilliant', 'NN')]",1
"[('scifi', 'NN'), ('masterpiec', 'NN')]",1
"[('visual', 'JJ'), ('monument', 'NN'), ('thought', 'VBD'), ('scifi', 'NNS'), ('epic', 'VB')]",1
"[('greatest', 'JJS'), ('movi', 'NN'), ('time', 'NN')]",1
"[('emot', 'NN'), ('beauti', 'NN'), ('journey', 'NN'), ('unknown', 'JJ')]",1
"[('fascin', 'NN'), ('film', 'NN')]",1
"[('visual', 'JJ'), ('masterpiec', 'NN')]",1
"[('interstellar', 'JJ'), ('openheart', 'NN'), ('master', 'NN'), ('human', 'NN'), ('odyssey', 'NN')]",1
"[('mayb', 'NN'), ('spectacular', 'NN'), ('movi', 'NN'), ('2014', 'CD'), ('one', 'CD'), ('best', 'JJS')]",1
"[('time', 'NN'), ('travel', 'NN'), ('rel', 'NN'), ('space', 'NN'), ('equilibrium', 'NN'), ('nolan', 'NN'), ('s', 'JJ'), ('grand', 'JJ'), ('space', 'NN'), ('masterpiec', 'NN')]",1
"[('amaz', 'JJ'), ('drama', 'NN'), ('scifi', 'NN'), ('element', 'NN')]",1
"[('best', 'JJS'), ('movi', 'NN'), ('seen', 'VBN'), ('life', 'NN')]",1
"[('go', 'VB'), ('brilliantli', 'JJ'), ('loudli', 'NN'), ('dark', 'NN')]",1
"[('glad', 'JJ'), ('nt', 'JJ'), ('watch', 'NN'), ('trailer', 'NN')]",1
"[('ve', 'NN'), ('never', 'RB'), ('seen', 'VBN'), ('movi', 'RB'), ('good', 'JJ'), ('long', 'JJ'), ('time', 'NN')]",1
"[('solid', 'JJ'), ('gold', 'NN')]",1
"[('storytel', 'NN'), ('finest', 'JJS')]",1
"[('kurosawa', 'NN'), ('s', 'NN'), ('triumphant', 'NN'), ('epic', 'NN'), ('total', 'JJ'), ('success', 'NN'), ('driven', 'VBN'), ('charact', 'JJ'), ('stori', 'NN')]",1
"[('memor', 'NN'), ('charact', 'VB'), ('one', 'CD'), ('best', 'JJS'), ('action', 'NN'), ('movi', 'NN'), ('time', 'NN')]",0
"[('arguabl', 'NN'), ('best', 'JJS'), ('samurai', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('kurosawa', 'NN'), ('greatest', 'JJS'), ('director', 'NN'), ('ever', 'RB'), ('live', 'VBP')]",1
"[('requir', 'NN'), ('view', 'NN')]",0
"[('shichinin', 'NN'), ('samurai', 'NN'), ('simpli', 'NN'), ('outstand', 'NN')]",1
"[('nt', 'RB'), ('seen', 'VBN'), ('yet', 'RB')]",1
"[('cinemat', 'NN'), ('masterpiec', 'NN')]",1
"[('akira', 'NN'), ('kurosawa', 'NN'), ('s', 'VBD'), ('seven', 'CD'), ('samurai', 'NNS'), ('timeless', 'JJ'), ('masterpiec', 'NN'), ('cinema', 'NN')]",1
"[('ahead', 'RB'), ('time', 'NN')]",1
"[('long', 'RB'), ('sometim', 'JJ'), ('hard', 'RB'), ('follow', 'VBP')]",1
"[('awesom', 'NN')]",1
"[('complex', 'JJ'), ('beauti', 'NN')]",1
"[('ronin', 'NN'), ('countrysid', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('cinema', 'NN'), ('histori', 'NN')]",1
"[('realli', 'NN'), ('great', 'JJ'), ('epic', 'NN'), ('film', 'NN'), ('beauti', 'NN'), ('told', 'VBD'), ('stun', 'NN'), ('act', 'NN')]",1
"[('film', 'NN'), ('describ', 'NN'), ('one', 'CD'), ('word', 'NN'), ('awesom', 'NN')]",1
"[('solid', 'JJ'), ('defens', 'NNS'), ('art', 'NN')]",1
"[('kurasawa', 'NN'), ('s', 'NN'), ('best', 'RBS'), ('film', 'NN')]",1
"[('brilliant', 'JJ'), ('composit', 'NN'), ('plu', 'NN'), ('brilliant', 'JJ'), ('act', 'NN'), ('brilliant', 'JJ'), ('flawless', 'NN'), ('movi', 'NN')]",1
"[('one', 'CD'), ('influenti', 'NN'), ('movi', 'NN'), ('histori', 'NN')]",0
"[('best', 'JJS'), ('nonenglish', 'JJ'), ('film', 'NN'), ('ever', 'RB')]",1
"[('icon', 'NN'), ('influenti', 'NN'), ('movi', 'NN')]",1
"[('good', 'JJ'), ('notori', 'NN'), ('reput', 'NN'), ('suggest', 'VBP')]",1
"[('drlecter', 'NN'), ('d', 'NN'), ('like', 'IN'), ('see', 'NN')]",1
"[('rare', 'JJ'), ('experi', 'NN'), ('dark', 'NN'), ('n', 'JJ'), ('twist', 'NN'), ('thriller', 'NN'), ('aid', 'NN'), ('top', 'JJ'), ('notch', 'NN'), ('perform', 'NN'), ('tight', 'JJ'), ('script', 'NN'), ('n', 'NNS'), ('direct', 'VBP')]",1
"[('class', 'NN')]",1
"[('stori', 'NN'), ('charact', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('forget', 'VB')]",1
"[('godfath', 'NN'), ('thriller', 'NN')]",1
"[('grand', 'JJ'), ('thriller', 'NN')]",1
"[('rare', 'JJ'), ('contend', 'NN'), ('best', 'JJS'), ('film', 'NN'), ('time', 'NN')]",1
"[('thrill', 'NN'), ('must', 'MD'), ('see', 'VB')]",1
"[('truli', 'NNS'), ('remark', 'NN'), ('film', 'NN')]",1
"[('perfectli', 'NN'), ('execut', 'VBD'), ('dramat', 'JJ'), ('thriller', 'NN')]",1
"[('class', 'NN'), ('act', 'NN')]",1
"[('absolut', 'NN'), ('brilliant', 'NN')]",1
"[('truli', 'JJ'), ('enthral', 'JJ'), ('film', 'NN'), ('one', 'CD'), ('forget', 'NN')]",1
"[('effect', 'NN'), ('thriller', 'NN'), ('ultim', 'NN'), ('overr', 'NN')]",1
"[('careless', 'NN'), ('stitch', 'NN')]",-1
"[('classic', 'JJ'), ('psycholog', 'NN'), ('suspens', 'NNS'), ('brilliant', 'JJ'), ('masterpiec', 'NN'), ('best', 'JJS'), ('horror', 'NN'), ('thriller', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",-1
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('masterpiec', 'NN')]",1
"[('granddaddi', 'JJ'), ('serial', 'JJ'), ('killer', 'NN'), ('flick', 'NN')]",1
"[('ll', 'NN'), ('help', 'NN'), ('catch', 'VB'), ('claric', 'NN')]",1
"[('grip', 'NN'), ('film', 'NN'), ('well', 'RB'), ('deserv', 'VBZ'), ('oscar', 'NN')]",1
"[('somewhat', 'RB'), ('silenc', 'JJ'), ('time', 'NN')]",1
"[('suspens', 'NNS'), ('nt', 'MD'), ('come', 'VB'), ('close', 'RB')]",0
"[('best', 'JJS'), ('serv', 'NN'), ('chill', 'NN'), ('nice', 'JJ'), ('chianti', 'NN')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('thriller', 'NN'), ('time', 'NN')]",1
"[('hard', 'JJ'), ('rate', 'NN')]",1
"[('sergeant', 'JJ'), ('cross', 'NN'), ('strang', 'NN'), ('boundari', 'NN'), ('world', 'NN'), ('taken', 'VBN'), ('turn', 'VBP'), ('surreal', 'JJ')]",0
"[('movi', 'NNS'), ('grandfath', 'NN'), ('could', 'MD'), ('nt', 'VB'), ('finish', 'VB')]",0
"[('war', 'NN'), ('film', 'NN'), ('simpli', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('miss', 'NN')]",1
"[('war', 'NN'), ('hell', 'NN'), ('save', 'VBP'), ('privat', 'VBN'), ('ryan', 'JJ'), ('peek', 'JJ'), ('gate', 'NN'), ('hade', 'NN')]",1
"[('everyth', 'NN'), ('ve', 'FW'), ('heard', 'NN'), ('true', 'JJ')]",1
"[('actual', 'JJ'), ('s', 'NN'), ('pretti', 'NN'), ('good', 'JJ'), ('histori', 'NN')]",1
"[('strongli', 'NN'), ('act', 'NN'), ('power', 'NN'), ('film', 'NN'), ('unashamedli', 'JJ'), ('brutal', 'NN')]",1
"[('agre', 'JJ'), ('best', 'JJS'), ('war', 'NN'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('realist', 'NN'), ('harrow', 'NN'), ('battl', 'NN'), ('scene', 'NN'), ('ever', 'RB'), ('film', 'NN')]",1
"[('cool', 'JJ'), ('rambo', 'NN'), ('wannab', 'NN')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('excel', 'NN'), ('despit', 'NN'), ('spielberg', 'NN'), ('slip', 'NN'), ('sentiment', 'NN')]",0
"[('one', 'CD'), ('best', 'JJS'), ('war', 'NN'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('horror', 'NN'), ('war', 'NN')]",-1
"[('numb', 'JJ'), ('experi', 'NN'), ('spr', 'NN'), ('redeem', 'VBP'), ('babi', 'NN'), ('boomer', 'NN')]",1
"[('one', 'CD'), ('outstand', 'NN'), ('movi', 'NN'), ('ever', 'RB')]",1
"[('breathtak', 'NN')]",1
"[('one', 'CD'), ('spielberg', 'NN'), ('s', 'NN'), ('haunt', 'NN'), ('visual', 'JJ'), ('stun', 'NN'), ('film', 'NN')]",1
"[('greatest', 'JJS'), ('war', 'NN'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('best', 'JJS'), ('movi', 'JJ'), ('world', 'NN'), ('war', 'NN'), ('two', 'CD')]",1
"[('one', 'CD'), ('best', 'JJS'), ('war', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",-1
"[('wwii', 'NN'), ('film', 'NN'), ('nt', 'JJ'), ('get', 'NN'), ('much', 'RB'), ('better', 'RBR')]",1
"[('fiction', 'NN'), ('ye', 'NN'), ('combat', 'NN'), ('authent', 'NN'), ('genuin', 'NN'), ('real', 'JJ')]",1
"[('amaz', 'NN'), ('battl', 'NN'), ('scene', 'NN'), ('subpar', 'NN'), ('stori', 'NN')]",1
"[('brazilian', 'JJ'), ('masterwork', 'NN')]",1
"[('gang', 'NN'), ('rio', 'NN')]",1
"[('stun', 'NN'), ('everi', 'NN'), ('sens', 'VBZ'), ('word', 'NN')]",1
"[('magnific', 'NN'), ('gutwrench', 'NN'), ('utterli', 'JJ'), ('compel', 'NN')]",1
"[('shock', 'NN'), ('stylish', 'JJ'), ('brutal', 'NN'), ('stori', 'NN')]",1
"[('godfath', 'NN'), ('rio', 'NN')]",1
"[('s', 'NN'), ('masterpiec', 'NN')]",0
"[('one', 'CD'), ('best', 'JJS'), ('unseen', 'JJ'), ('foreign', 'JJ'), ('film', 'NN')]",1
"[('dirti', 'NN')]",1
"[('cidad', 'NN'), ('de', 'IN'), ('deu', 'NN')]",1
"[('raw', 'JJ'), ('cult', 'NN'), ('film', 'NN')]",-1
"[('one', 'CD'), ('top', 'NN'), ('10', 'CD')]",1
"[('sad', 'JJ'), ('side', 'NN'), ('wonder', 'NN'), ('citi', 'NN'), ('rio', 'NN'), ('de', 'IN'), ('janeiro', 'NN')]",1
"[('sprawl', 'NN'), ('crime', 'NN'), ('masterwork', 'NN'), ('brazil', 'NN')]",-1
"[('best', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('one', 'CD'), ('best', 'JJS'), ('film', 'NN'), ('ll', 'NN'), ('ever', 'RB'), ('see', 'VB'), ('roger', 'JJR'), ('ebert', 'VB'), ('live', 'JJ'), ('hype', 'NN')]",1
"[('unspar', 'JJ'), ('portrait', 'NN'), ('sociopath', 'NN'), ('gener', 'NN')]",-1
"[('phenomen', 'NNS')]",1
"[('almost', 'RB'), ('much', 'JJ'), ('watch', 'NN')]",1
"[('citi', 'NN'), ('god', 'NN'), ('incred', 'VBD')]",1
"[('excel', 'JJ'), ('violent', 'NN'), ('film', 'NN'), ('base', 'NN'), ('real', 'JJ'), ('event', 'NN')]",1
"[('term', 'NN'), ('moviemak', 'NN'), ('s', 'VBP'), ('noth', 'DT'), ('like', 'IN')]",-1
"[('horribl', 'NN'), ('movi', 'NN'), ('strongli', 'NN'), ('recommend', 'NN')]",1
"[('easili', 'NN'), ('favourit', 'NN'), ('movi', 'NN'), ('time', 'NN')]",1
"[('gang', 'NN'), ('rio', 'NN')]",1
"[('love', 'NN'), ('beauti', 'NN')]",0
"[('funni', 'NN'), ('entertain', 'NN'), ('amazingli', 'NN'), ('intens', 'VBZ'), ('dramat', 'NN')]",1
"[('outstand', 'NN')]",1
"[('funni', 'NN'), ('disturb', 'NN')]",-1
"[('excel', 'JJ'), ('war', 'NN'), ('movi', 'NN')]",1
"[('satir', 'NN'), ('set', 'VBN'), ('concentr', 'NN'), ('camp', 'NN'), ('tough', 'JJ'), ('hit', 'NN'), ('intern', 'JJ'), ('thought', 'VBN'), ('critic', 'JJ'), ('bad', 'JJ'), ('tast', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('ever', 'RB')]",-1
"[('superb', 'NN'), ('tragicomedi', 'NN')]",1
"[('aptli', 'NN'), ('name', 'NN'), ('movi', 'NN'), ('classic', 'JJ')]",1
"[('movi', 'NNS'), ('hope', 'VBP')]",1
"[('move', 'NN'), ('power', 'NN'), ('war', 'NN'), ('film', 'NN')]",1
"[('best', 'JJS'), ('movi', 'NN'), ('ve', 'NN'), ('seen', 'VBN'), ('long', 'RB'), ('long', 'JJ'), ('time', 'NN')]",1
"[('best', 'JJS'), ('foreign', 'JJ'), ('languag', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('seen', 'VBN')]",1
"[('visual', 'JJ'), ('stun', 'NN'), ('uneven', 'JJ'), ('second', 'JJ'), ('half', 'NN'), ('better', 'RBR'), ('first', 'JJ')]",1
"[('roberto', 'NN'), ('benigni', 'NN'), ('geniu', 'NN')]",0
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('ve', 'NN'), ('ever', 'RB'), ('seen', 'VBN')]",1
"[('beauti', 'NN'), ('film', 'NN'), ('entir', 'NN'), ('perfect', 'VBP'), ('one', 'CD')]",1
"[('slapstick', 'JJ'), ('humor', 'NN'), ('holocaust', 'NN'), ('film', 'NN')]",0
"[('marvel', 'JJ'), ('tale', 'NN'), ('likabl', 'NN'), ('jewish', 'JJ'), ('protect', 'NN'), ('son', 'NN'), ('wife', 'NN'), ('horrifi', 'NN'), ('concentr', 'NN'), ('camp', 'NN')]",-1
"[('noth', 'DT'), ('necessari', 'JJ'), ('unnecessari', 'NN')]",1
"[('courag', 'NN'), ('personifi', 'NN'), ('1010', 'CD')]",1
"[('bon', 'NN'), ('giorno', 'NN'), ('principezza', 'NN')]",1
"[('unlik', 'JJ'), ('anyth', 'NN')]",1
"[('begnigni', 'NN'), ('genio', 'NN'), ('begnigni', 'NN'), ('s', 'NN'), ('geniu', 'NN')]",1
"[('find', 'VB'), ('ugli', 'JJ'), ('mean', 'JJ'), ('beauti', 'JJ'), ('thing', 'NN'), ('corrupt', 'NN'), ('without', 'IN'), ('charm', 'NN'), ('fault', 'NN'), ('oscar', 'NN'), ('wild', 'JJ'), ('prefac', 'NN'), ('pictur', 'NN'), ('dorian', 'JJ'), ('gray', 'NN')]",1
"[('know', 'JJ'), ('think', 'VBP'), ('s', 'JJ'), ('power', 'NN'), ('man', 'NN'), ('dark', 'NN'), ('scare', 'NN'), ('boss', 'NN')]",1
"[('one', 'CD'), ('penetr', 'NN'), ('film', 'NN'), ('past', 'IN'), ('sever', 'NN'), ('year', 'NN')]",0
"[('m', 'NN'), ('sorri', 'NN')]",1
"[('least', 'JJS'), ('us', 'PRP')]",0
"[('incred', 'VBN'), ('movi', 'NN')]",-1
"[('live', 'JJ'), ('entir', 'NN'), ('life', 'NN'), ('without', 'IN'), ('see', 'NN'), ('film', 'NN')]",1
"[('one', 'CD'), ('kind', 'NN'), ('classic', 'JJ')]",1
"[('like', 'IN'), ('drink', 'NN'), ('spell', 'NN')]",1
"[('movi', 'NN'), ('tear', 'JJ'), ('emot', 'NN'), ('anyon', 'NN')]",0
"[('great', 'JJ')]",1
"[('mix', 'NN'), ('emot', 'JJ'), ('drama', 'NN'), ('miracl', 'NN')]",1
"[('rare', 'JJ'), ('gem', 'NN'), ('cast', 'NN'), ('direct', 'JJ')]",1
"[('wonder', 'NN'), ('book', 'NN')]",1
"[('rest', 'NN'), ('peac', 'NN'), ('michael', 'NN'), ('clark', 'NN'), ('duncan', 'JJ')]",1
"[('true', 'JJ'), ('book', 'NN'), ('odd', 'NN'), ('movi', 'NN')]",1
"[('rest', 'NN'), ('peac', 'NN'), ('michael', 'NN'), ('clark', 'NN'), ('duncan', 'JJ'), ('legend', 'NN')]",0
"[('warn', 'NN'), ('teamster', 'NN'), ('bring', 'VBG'), ('5', 'CD'), ('hanki', 'NN')]",1
"[('stay', 'VB'), ('long', 'JJ'), ('time', 'NN')]",0
"[('movi', 'NN'), ('blew', 'VBD'), ('away', 'RB'), ('made', 'VBN'), ('laugh', 'NN'), ('made', 'VBN'), ('cri', 'NN'), ('truli', 'JJ'), ('understand', 'JJ'), ('term', 'NN'), ('sad', 'NN'), ('meant', 'NN')]",1
"[('film', 'NN'), ('invent', 'JJ'), ('creation', 'NN'), ('like', 'IN')]",1
"[('overlong', 'RB'), ('haunt', 'NN'), ('thoughtprovok', 'JJ'), ('move', 'NN'), ('engross', 'NN')]",1
"[('supernatur', 'NN'), ('prison', 'NN'), ('drama', 'NN'), ('feather', 'NN'), ('cap', 'NN'), ('involv', 'NN')]",1
"[('anoth', 'DT'), ('period', 'NN'), ('prison', 'NN'), ('base', 'NN'), ('darabont', 'NN'), ('masterpiec', 'NN')]",1
"[('amaz', 'NN'), ('captiv', 'NN'), ('rendit', 'NN'), ('novel', 'NN')]",1
"[('higher', 'JJR'), ('top', 'JJ'), ('250', 'CD'), ('one', 'CD'), ('movi', 'NN'), ('make', 'VBP'), ('cri', 'NN'), ('admir', 'NN'), ('creator', 'NN'), ('s', 'JJ'), ('mind', 'NN'), ('true', 'JJ'), ('masterpiec', 'NN')]",1
"[('note', 'NN'), ('hollywood', 'NN'), ('make', 'VB'), ('action', 'NN'), ('film', 'NN')]",1
"[('movi', 'NN'), ('everyon', 'NN'), ('see', 'VBP')]",1
"[('sequel', 'NN'), ('dream', 'NN'), ('made', 'VBD')]",1
"[('hasta', 'NN'), ('la', 'NN'), ('vista', 'NN'), ('babi', 'NN')]",1
"[('termin', 'NNS'), ('sequel', 'NN'), ('may', 'MD'), ('prove', 'VB'), ('best', 'JJS'), ('sequel', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('said', 'VBD'), ('d', 'NN'), ('back', 'RB'), ('certainli', 'NN')]",1
"[('best', 'JJS'), ('action', 'NN'), ('sequel', 'NN'), ('time', 'NN'), ('one', 'CD'), ('best', 'JJS'), ('schwarzenegg', 'NN'), ('s', 'NN'), ('movi', 'FW'), ('person', 'NN'), ('favorit', 'NN')]",1
"[('great', 'JJ')]",1
"[('bigger', 'JJR'), ('richer', 'JJR'), ('sequel', 'NN'), ('everi', 'NN'), ('bit', 'NN'), ('fantast', 'JJ'), ('predecessor', 'NN'), ('even', 'RB'), ('surpass', 'VBD'), ('area', 'NN')]",1
"[('purest', 'JJS'), ('form', 'NN'), ('action', 'NN'), ('cinema', 'NN')]",1
